"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Comoros","COM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.57000017166138","","","","","","","","","","8.14000034332275","","","","","","","",
"Cabo Verde","CPV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","","","","","","","","","","","","","","","","","","","","10.6700000762939","","","","","31.3099994659424","","12.2399997711182","12.1700000762939","11.289999961853","","",
"Costa Rica","CRI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.51000022888184","5.36999988555908","3.9300000667572","3.95000004768372","4.05000019073486","5.17999982833862","6.15999984741211","5.67999982833862","5.32999992370605","5.90000009536743","5.07999992370605","5.92000007629395","6.32999992370605","6.55999994277954","6.3899998664856","6.57000017166138","5.73999977111816","4.48999977111816","4.78000020980835","7.71000003814697","7.17000007629395","9.52000045776367","9.10999965667725","8.22000026702881","8.5","8.42000007629395","8.09000015258789","7.73000001907349","9.01000022888184","10.8100004196167","16.4300003051758","15.1400003433228",
"Caribbean small states","CSS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6931309617707","15.7259712321585","16.5780708011473","17.198625904573","16.225623073071","15.7240054959835","15.3076901646024","15.0978232946052","14.2767243129834","14.0187996907281","","12.7692061036883","12.4620952605751","11.6008968774115","11.014242743069","10.4199935157964","9.20688511899514","8.42859472926712","6.75065443377335","7.8357975653749","6.69860945149057","7.86496996301584","8.28668379040859","8.66930870633721","7.69580079810124","9.67415831125544","7.47008912278308","","","6.25730406792925","","",
"Cuba","CUB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.27000045776367","7.6100001335144","7.09999990463257","6.23000001907349","6.26000022888184","5.44999980926514","4.07999992370605","3.30999994277954","2.32999992370605","1.85000002384186","1.95000004768372","1.9099999666214","1.78999996185303","1.58000004291534","1.66999995708466","2.5","3.1800000667572","3.46000003814697","3.28999996185303","2.70000004768372","2.40000009536743","2","1.70000004768372","1.70000004768372","","","",
"Curacao","CUW","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.77999973297119","","13.0299997329712","12.6099996566772","11.710000038147","","","13.4300003051758","","19.0699996948242","",
"Cayman Islands","CYM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90999984741211","","7.21999979019165","5.73999977111816","4.94000005722046","5.09999990463257","4.1399998664856","4.17000007629395","","","7.53999996185303","5.36999988555908","3.60999989509583","3.45000004768372","3.53999996185303","2.61999988555908","3.82999992370605","3.97000002861023","6.03999996185303","6.67999982833862","6.78000020980835","6.21000003814697","6.26999998092651","4.69999980926514","4.23999977111816","","","","","","",
"Cyprus","CYP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","10.8999996185303","7.40000009536743","3.09999990463257","2","1.70000004768372","2","2.59999990463257","2.79999995231628","3.29999995231628","3.29999995231628","3.29999995231628","3.70000004768372","3.40000009536743","2.79999995231628","2.29999995231628","1.79999995231628","3","2.08999991416931","2.70000004768372","2.70000004768372","2.59999990463257","3.09999990463257","3.40000009536743","3.29999995231628","5.53000020980835","4.76999998092651","4.03999996185303","3.33999991416931","4.15000009536743","4.76999998092651","5.48000001907349","4.59000015258789","3.95000004768372","3.75999999046326","5.59000015258789","6.3600001335144","7.94000005722046","12.1000003814697","16.1299991607666","16.2800006866455","15.0299997329712","13.0100002288818","11.1599998474121","8.5","7.15000009536743","7.76000022888184","7.51000022888184",
"Czechia","CZE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.699999988079071","2.26999998092651","2.59999990463257","3.82999992370605","3.84999990463257","3.4300000667572","3.98000001907349","4.26000022888184","5.8899998664856","8.47999954223633","8.76000022888184","8.13000011444092","7.28000020980835","7.78000020980835","8.30000019073486","7.92999982833862","7.1399998664856","5.32000017166138","4.3899998664856","6.65999984741211","7.28000020980835","6.71000003814697","6.98000001907349","6.94999980926514","6.1100001335144","5.05000019073486","3.95000004768372","2.89000010490417","2.25","2.01999998092651","2.54999995231628","2.79999995231628",
"Germany","DEU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","6.44999980926514","6.67000007629395","6.88000011444092","6.6100001335144","6.80999994277954","6.32000017166138","5.69999980926514","4.8899998664856","5.32000017166138","6.32000017166138","7.67999982833862","8.72999954223633","8.15999984741211","8.81999969482422","9.85999965667725","9.78999996185303","8.85000038146973","7.92000007629395","7.76999998092651","8.47999954223633","9.77999973297119","10.7299995422363","11.1700000762939","10.25","8.65999984741211","7.51999998092651","7.73999977111816","6.96999979019165","5.82000017166138","5.38000011444092","5.23000001907349","4.98000001907349","4.61999988555908","4.11999988555908","3.75","3.38000011444092","3.14000010490417","3.85999989509583","3.5699999332428",
"Djibouti","DJI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.0599994659424","","","","",
"Dominica","DMA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3299999237061","","9.52999973297119","","","","","","23.1800003051758","","15.6700000762939","","10.960000038147","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","0.899999976158142","2.09999990463257","5.09999990463257","5.30000019073486","6.40000009536743","7.30000019073486","6.09999990463257","7","9.19999980926514","10","9.73999977111816","8.86999988555908","7.80000019073486","6.03000020980835","6.09000015258789","6.48999977111816","8.14999961853027","8.34000015258789","9.10000038146973","9.02999973297119","10.7200002670288","8.03999996185303","6.98999977111816","6.84000015258789","5.40000009536743","5.03999996185303","5.1399998664856","4.48000001907349","4.15999984741211","4.26999998092651","5.40000009536743","5.19999980926514","4.82999992370605","3.90000009536743","3.79999995231628","3.6800000667572","6.40999984741211","7.75","7.76999998092651","7.80000019073486","7.38000011444092","6.92999982833862","6.28000020980835","5.98999977111816","5.82999992370605","5.13000011444092","5.01999998092651","5.6399998664856","5.05999994277954",
"Dominican Republic","DOM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.42999982833862","7.26000022888184","6.78000020980835","6.94000005722046","6.30000019073486","6.59000015258789","5.65000009536743","5.15999984741211","4.76000022888184","5.46999979019165","5.21000003814697","6.09000015258789","6.71999979019165","7.34999990463257","6.71999979019165","7.6100001335144","7.28000020980835","5.82999992370605","5.8600001335144","6.17999982833862","6.13000011444092","7.69999980926514",
"Algeria","DZA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6399993896484","21.2600002288818","20.6000003814697","24.3799991607666","26.2299995422363","27.7399997711182","31.8400001525879","","25.4300003051758","","","29.7700004577637","27.2999992370605","25.8999996185303","23.7199993133545","17.6499996185303","15.2700004577637","12.2700004577637","13.789999961853","11.3299999237061","10.1599998474121","9.96000003814697","9.96000003814697","10.9700002670288","9.81999969482422","10.210000038147","11.210000038147","10.1999998092651","12","","","","",
"East Asia & Pacific (excluding high income)","EAP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.76604391626556","2.5935797569617","2.54828159461774","2.79419783403591","3.11816028072383","3.0575361103722","3.22423256655333","3.33510152920657","3.544111022461","3.61805564455447","3.60341224127564","3.78330251920798","4.11255344027492","4.32953046692641","4.33051522055755","4.46659991879102","4.36676876188972","4.20130223578694","4.37748704309716","4.22594388366913","3.93707735227726","3.8775999773975","3.80272708911561","3.74486765612153","3.75933367561517","","","3.53131429144213","4.29892833147647","4.33988907494331","4.85504392271651","4.58541828209757",
"Early-demographic dividend","EAR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.68664877918899","","","","","","5.45763588145854","","","","","8.20731069646975","","","","","4.85916647364339","","5.00443653132838","","","","","","6.92702428418802","6.34508194290488","7.48884985444889","",
"East Asia & Pacific","EAS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.74523678757038","2.62188377389415","2.60351661123408","2.84808484204238","3.14083431305387","3.09490526227529","3.25935607948921","3.36465368119322","3.69363069400121","3.78682825117685","3.71401176543322","3.90102057027501","4.21877307275695","4.40070084000523","4.3566423549994","4.45030400410202","4.33035308155453","4.15476131956315","4.31435105944831","4.2965699552891","4.02138392321638","3.91664300876121","3.83459037270395","3.76616579885359","3.76351820156808","","","3.52291389619004","4.18550428880698","4.2097258493007","4.72382527500385","4.46125582339474",
"Europe & Central Asia (excluding high income)","ECA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.39742730044376","5.97408106652854","7.51022099656134","7.95934590838523","8.80102149420395","10.1218948060267","11.2770489859956","11.8851480319902","9.65233355516234","9.07265711671339","8.55327984010832","8.52173538664894","8.20086306229462","7.61680049717704","7.41328019993119","7.09498725338034","7.27617279118769","9.17291934350307","8.54421129001433","7.67960290540659","7.04530036510575","7.06149333589082","7.31351110703139","7.46230892263912","7.61534898957799","7.39353413729943","7.30966253099136","7.46422499897053","7.65793582958243","7.3066293285826",
"Europe & Central Asia","ECS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.69397400702762","8.79148343599746","9.73867418709939","9.4672104781548","9.83649565079463","10.1432807865496","10.2945746575818","10.3894351763295","9.25836883293179","8.6200889535697","8.62612838994854","8.7165121464781","8.68149856712819","8.34995157821572","7.82309946384065","7.09392340316463","7.07514011765741","8.97727439597026","9.06832909378791","8.73018686325641","8.93977570588985","9.14136550227594","8.89226276767864","8.50794746019942","8.08673811285434","7.47564832822655","6.98343815567061","6.73869779060435","7.28531180813832","7.09888432608077",
"Ecuador","ECU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","4.40000009536743","5.30000019073486","","5.80000019073486","","","","","","","","","","7.23999977111816","6.98999977111816","7.71000003814697","5.88000011444092","8.1899995803833","8.5600004196167","7.94999980926514","6.67999982833862","6.69999980926514","10.3800001144409","9.17000007629395","11.4899997711182","13.960000038147","4.80000019073486","4.25","","5.65999984741211","5","3.77999997138977","3.54999995231628","3.14000010490417","3.92000007629395","4.6100001335144","4.09000015258789","3.46000003814697","3.23000001907349","3.07999992370605","3.48000001907349","3.61999988555908","4.59999990463257","3.83999991416931","3.52999997138977","3.80999994277954","6.1100001335144","4.5",
"Egypt, Arab Rep.","EGY","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","2.40000009536743","1.82000005245209","1.52999997138977","1.71000003814697","2.29999995231628","2.5699999332428","","3.13000011444092","3.64000010490417","4.55000019073486","5.17999982833862","4.96999979019165","5.21000003814697","6.46999979019165","5.8899998664856","","","","","7.05999994277954","8.43000030517578","9.38000011444092","8.92000007629395","10.9200000762939","10.9300003051758","11.039999961853","9","8.36999988555908","8.02999973297119","7.94999980926514","8.97999954223633","9.26000022888184","10.0100002288818","10.9099998474121","10.3199996948242","11.0500001907349","10.4899997711182","8.80000019073486","8.52000045776367","9.09000015258789","8.76000022888184","11.8500003814697","12.6000003814697","13.1499996185303","13.1000003814697","13.0500001907349","12.4499998092651","11.7700004577637","9.85999965667725","7.84999990463257","7.94000005722046","",
"Euro area","EMU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.26903513708769","8.34907728728365","8.94780865075769","10.5503774426473","11.7165271656214","11.3791429895758","11.6716607900923","11.6582246382506","11.1706267148773","10.4530709811141","9.40600084524606","8.36265915767723","8.62633573604012","8.97396442025902","9.24725629062156","9.0941554636901","8.38047254336983","7.49919374288015","7.53952226106489","9.60435363537899","10.1407253661371","10.1836376686351","11.3678092864253","11.9162739233887","11.562036367681","10.8298275392077","9.99848638498822","9.0328880952162","8.15643351745712","7.5170407726815","7.82870937377499","7.71185998449788",
"Eritrea","ERI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","1.29999995231628","1.10000002384186","1.5","1.5","2.49000000953674","3.03999996185303","4.80000019073486","2.90000009536743","5.19999980926514","6.96999979019165","8.60999965667725","11.3999996185303","14.1700000762939","16","17.4899997711182","20.25","21.6399993896484","21.2600002288818","20.6100006103516","19.8500003814697","17.3299999237061","16.2700004577637","15.9300003051758","17.7000007629395","22.1599998474121","24.2099990844727","22.6800003051758","22.1399993896484","20.7000007629395","18.6700000762939","15.4799995422363","13.789999961853","10.3500003814697","11.1499996185303","11.2799997329712","11.0900001525879","9.14999961853027","8.44999980926514","8.22999954223633","11.25","17.8600006103516","19.8600006103516","21.3899993896484","24.7900009155273","26.0900001525879","24.4400005340576","22.0599994659424","19.6399993896484","17.2199993133545","15.25","14.1000003814697","15.5299997329712","14.7799997329712",
"Estonia","EST","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.560000002384186","","0.100000001490116","1.70000004768372","1.89999997615814","2.20000004768372","","","10.3299999237061","9.52000045776367","11.5799999237061","13.3599996566772","13.1300001144409","10.0299997329712","11.289999961853","10.25","8.02999973297119","5.90999984741211","4.59000015258789","5.44999980926514","13.5500001907349","16.7099990844727","12.3299999237061","10.0200004577637","8.63000011444092","7.34999990463257","6.19000005722046","6.76000022888184","5.76000022888184","5.36999988555908","4.44999980926514","6.80000019073486","6.17999982833862",
"Ethiopia","ETH","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","1.20000004768372","","","","","","","","","","3.09999990463257","","","","","3.71000003814697","","","","","","2.5","","","","","","","","2.25","","","","","","","","3.9300000667572",
"European Union","EUU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.46316176744153","8.13078705266085","9.25924153818558","10.8795280988147","11.4655982176029","11.007526046094","11.1006281817352","10.8694131415271","10.4270116406055","10.1925866999337","9.81450869015024","9.21826900681988","9.55642333090169","9.68842318320409","9.8765428507557","9.62959645679866","8.67532458514108","7.49673070037866","7.24739248044372","9.17556733209604","9.85484351552854","9.89573547477512","10.8693101076541","11.3226605620469","10.8194503833856","10.0214760291993","9.10680870504969","8.12287555988801","7.25371703958587","6.67586172373105","7.04298756008619","7.00695085834208",
"Fragile and conflict affected situations","FCS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","2.82999992370605","1.88999998569489","2.25999999046326","2.42000007629395","2.45000004768372","1.61000001430511","2.07999992370605","3.75","6.09000015258789","7.23000001907349","6.19999980926514","4.8600001335144","5.03999996185303","5.28000020980835","5.42999982833862","5.11999988555908","5","5.32000017166138","5.07000017166138","4.46999979019165","3.14000010490417","3.0699999332428","6.5","11.6000003814697","16.2000007629395","16.4300003051758","17","15.5699996948242","14.9700002670288","13.210000038147","11.6899995803833","9.72999954223633","10.289999961853","10.4200000762939","10.4700002670288","10.3599996566772","8.36999988555908","7.71999979019165","6.84999990463257","6.34999990463257","8.25","8.39000034332275","7.78000020980835","7.69000005722046","8.1899995803833","8.65999984741211","9.38000011444092","8.81999969482422","8.64000034332275","7.3600001335144","6.69000005722046","7.76000022888184","7.6100001335144",
"Fiji","FJI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","6.05999994277954","","","","","","","","","5.92999982833862","5.34999990463257","5.88000011444092","5.69999980926514","5.40000009536743","5.78000020980835","","","","","","","8.22000026702881","4.69999980926514","3.89000010490417","","","8.9399995803833","8.72000026702881","8.90999984741211","4.40999984741211","9","","6.17000007629395","","4.32000017166138","","","","","",
"France","FRA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","2.42000007629395","2.67000007629395","2.76999998092651","2.69000005722046","2.85999989509583","4.07999992370605","4.46999979019165","5.01000022888184","5.26999998092651","6.03000020980835","6.42000007629395","7.53999996185303","8.19999980926514","7.92000007629395","9.52999973297119","10.2600002288818","10.2299995422363","10.7399997711182","10.1800003051758","9.61999988555908","9.35999965667725","9.13000011444092","10.1999998092651","11.3199996948242","12.5900001525879","11.8299999237061","12.3699998855591","12.5699996948242","12.0699996948242","11.9799995422363","10.2200002670288","8.60999965667725","8.69999980926514","8.3100004196167","8.90999984741211","8.88000011444092","8.82999992370605","8.01000022888184","7.3899998664856","9.11999988555908","9.27999973297119","9.22999954223633","9.84000015258789","9.90999984741211","10.2700004577637","10.3500003814697","10.0600004196167","9.40999984741211","9.02000045776367","8.40999984741211","8.01000022888184","7.8600001335144",
"Faroe Islands","FRO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.17000007629395","4","","3.84999990463257","3.70000004768372","3.46000003814697","1.79999995231628","1.73000001907349","2.35999989509583","3.94000005722046","6.3899998664856","5.28999996185303","3.02999997138977","4.03000020980835","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.85999965667725","","","","","","","",
"Gabon","GAB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.7800006866455","","","","","","","","","","","","16.9099998474121","","","","","20.3899993896484","","","","","","","","","","","",
"United Kingdom","GBR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","3.29999995231628","3.70000004768372","2.59999990463257","2.59999990463257","4","5.5","5.80000019073486","5.69999980926514","5.30000019073486","6.80000019073486","10.3999996185303","10.8999996185303","11.0900001525879","10.8999996185303","11.4799995422363","11.5100002288818","11.0200004577637","9","7.40999984741211","6.96999979019165","8.55000019073486","9.77000045776367","10.3500003814697","9.64999961853027","8.6899995803833","8.1899995803833","7.07000017166138","6.19999980926514","6.03999996185303","5.55999994277954","4.69999980926514","5.03999996185303","4.80999994277954","4.59000015258789","4.75","5.34999990463257","5.26000022888184","5.61999988555908","7.53999996185303","7.78999996185303","8.03999996185303","7.88000011444092","7.51999998092651","6.1100001335144","5.30000019073486","4.80999994277954","4.32999992370605","4","3.74000000953674","","",
"Georgia","GEO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.40000009536743","5","14.5299997329712","13.8000001907349","10.8199996948242","11.1599998474121","12.5900001525879","11.5100002288818","12.6199998855591","13.8100004196167","13.5699996948242","13.2799997329712","17.8700008392334","20.7099990844727","20.2000007629395","19.6299991607666","19.6499996185303","19.4200000762939","17.4400005340576","16.5100002288818","16.6000003814697","13.9399995803833","12.6700000762939","11.5699996948242","11.7299995422363","",
"Ghana","GHA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.49000000953674","4.69999980926514","","","","","","8.19999980926514","10.1000003814697","10.460000038147","","","","","","4.90000009536743","","","","5.38000011444092","","","2.17000007629395","","6.80999994277954","","3.36999988555908","","","","",
"Gibraltar","GIB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.44000005722046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.55000019073486","","","","","","","","","","","","","","","","","5.01999998092651","","",
"Gambia, The","GMB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.42000007629395","","","","","","4.13000011444092","","","",
"Guinea-Bissau","GNB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.20000004768372","","","",
"Equatorial Guinea","GNQ","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","3.42000007629395","4.94000005722046","7.80000019073486","8.10000038146973","7.80000019073486","7.3600001335144","7.34999990463257","7.65000009536743","7.46000003814697","7.01999998092651","7.65000009536743","7.84000015258789","8.60999965667725","8.85999965667725","9.0600004196167","9.64999961853027","9.56999969482422","10.2200002670288","12.1400003433228","11.3400001525879","10.7600002288818","10.3500003814697","9.84000015258789","10.6300001144409","10.0699996948242","8.90999984741211","8.35000038146973","7.65999984741211","9.55000019073486","12.7200002670288","17.9699993133545","24.7299995422363","27.6900005340576","26.7099990844727","24.9799995422363","23.5100002288818","21.4099998474121","19.1800003051758","17.0400009155273","15.8999996185303","14.6599998474121",
"Grenada","GRD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.9099998474121","","","26.9300003051758","","16.8899993896484","","15.2399997711182","","","","","","","","","","","","","","","24.2000007629395","24.5","22.8999996185303","","","","","","",
"Greenland","GRL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9200000762939","10.0799999237061","11.5600004196167","9.02999973297119","11.0200004577637","9.52999973297119","8.81999969482422","10.3000001907349","10.4399995803833","9.25","8.39999961853027","","","","7.80000019073486","9.39999961853027","9.80000019073486","10.1000003814697","10.3000001907349","9.10000038146973","","","","","","",
"Guatemala","GTM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","2.15000009536743","2.26999998092651","","","","","2.40000009536743","","1.94000005722046","","","","","","","","","","","","","","2.80999994277954","2.97000002861023","","1.89999997615814","","","","3.5","4.13000011444092","2.75999999046326","3.01999998092651","2.72000002861023","2.50999999046326","2.57999992370605","2.46000003814697","2.27999997138977","2.19000005722046","","",
"Guam","GUM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","9.60000038146973","8.21000003814697","8.78999996185303","","","","9.89999961853027","8.69999980926514","9.60000038146973","9.25","","","6.28000020980835","","4.26999998092651","2.80999994277954","2.82999992370605","3.50999999046326","3.83999991416931","5.53000020980835","7.59999990463257","7.90000009536743","8.27999973297119","9.67000007629395","7.73999977111816","13.9499998092651","15.3199996948242","13.210000038147","11.3900003433228","","7.69999980926514","7","7.40000009536743","8.30000019073486","","9.30000019073486","8.19999980926514","13.3000001907349","12.1999998092651","11.5","7.59999990463257","6.90000009536743","5.40000009536743","","","","","",
"Guyana","GUY","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.0900001525879","","","","","11.8999996185303","","","","","","","","","","11.8100004196167","","","","10.6999998092651","","","","","","","","","","","","14.0200004577637","13.5200004577637","","",
"High income","HIC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.79413263220462","6.52731667775379","7.34233543015821","7.81059760114069","7.86763368550556","7.45590320926906","7.48939792426285","7.19877719720034","7.11455644632997","6.99484104004442","6.58023430347395","6.58211995011984","7.10343581647756","7.22532182160247","7.04062693183245","6.74058988147025","6.20178250274993","5.66090911951013","5.916748527336","8.07316372639271","8.27839604365421","8.02089902553461","8.06645976983039","7.91471740230129","7.31472848312462","6.6932721054209","6.15185555568411","5.62001114121968","5.1013907670461","4.79035036297278","6.65028983262061","5.69892490598458",
"Hong Kong SAR, China","HKG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","9.17000007629395","5","4.30000019073486","1.5900000333786","2.08999991416931","2.40000009536743","1.52999997138977","1.85000002384186","2.10999989509583","1.91999995708466","3.1800000667572","2.8199999332428","1.73000001907349","1.36000001430511","1.07000005245209","1.32000005245209","1.79999995231628","1.96000003814697","1.96000003814697","1.89999997615814","3.22000002861023","2.82999992370605","2.22000002861023","4.57999992370605","6.25","4.92000007629395","5.09000015258789","7.28000020980835","7.8600001335144","6.73999977111816","5.57999992370605","4.76999998092651","4.01000022888184","3.55999994277954","5.26000022888184","4.32999992370605","3.42000007629395","3.28999996185303","3.40000009536743","3.29999995231628","3.30999994277954","3.39000010490417","3.11999988555908","2.80999994277954","2.92000007629395","5.80999994277954","5.17000007629395",
